"type"	"N"
"mobile"	17
"mobile"	18
"desktop"	11
"mobile"	4
"mobile"	77
"desktop"	12
"mobile"	2
"mobile"	3
"mobile"	4
"desktop"	38
"mobile"	29
"desktop"	4
"desktop"	28
"mobile"	3
"desktop"	4
"mobile"	2
"desktop"	117
"mobile"	56
"mobile"	14
"mobile"	2
"desktop"	9
"desktop"	1
"desktop"	65
"mobile"	19
"desktop"	4
"desktop"	1
"mobile"	63
"desktop"	9
"mobile"	4
"desktop"	2
"mobile"	1
"mobile"	2
"desktop"	104
"mobile"	4
"desktop"	67
"mobile"	1
"mobile"	45
"desktop"	1
"desktop"	250
"mobile"	5
"desktop"	2
"desktop"	1
"mobile"	1
"mobile"	2
"desktop"	5
"desktop"	13
"desktop"	10
"mobile"	2
"desktop"	1
"mobile"	1
"mobile"	52
"desktop"	6
"desktop"	3
"mobile"	3
"mobile"	1
"mobile"	2
"desktop"	9
"mobile"	2
"mobile"	3
"desktop"	48
"mobile"	1
"desktop"	9
"desktop"	1
"mobile"	5
"mobile"	21
"mobile"	14
"desktop"	1
"mobile"	15
"desktop"	5
"mobile"	26
"mobile"	44
"mobile"	1
"desktop"	1
"mobile"	20
"desktop"	51
"desktop"	2
"desktop"	7
"mobile"	3
"mobile"	144
"desktop"	4
"desktop"	1
"mobile"	8
"mobile"	7
"mobile"	1
"mobile"	3
"desktop"	6
"mobile"	2
"mobile"	9
"desktop"	1
"desktop"	2
"mobile"	119
"mobile"	1
"mobile"	194
"mobile"	1
"mobile"	2
"desktop"	1
"desktop"	1
"desktop"	5
"mobile"	2
"desktop"	9
"mobile"	6
"mobile"	1
"mobile"	25
"desktop"	1
"desktop"	8
"mobile"	47
"mobile"	5
"mobile"	5
"desktop"	62
"mobile"	1
"desktop"	74
"mobile"	52
"mobile"	4
"mobile"	1
"mobile"	88
"desktop"	24
"mobile"	8
"mobile"	2
"desktop"	6
"mobile"	6
"mobile"	2
"desktop"	1
"mobile"	4
"mobile"	11
"desktop"	12
"mobile"	5
"mobile"	83
"mobile"	5
"desktop"	4
"mobile"	8
"mobile"	1
"mobile"	5
"mobile"	12
"mobile"	28
"mobile"	24
"mobile"	13
"desktop"	3
"mobile"	5
"mobile"	8
"mobile"	26
"mobile"	2
"desktop"	5
"desktop"	1
"desktop"	34
"desktop"	24
"mobile"	2
"mobile"	2
"desktop"	10
"desktop"	7
"desktop"	10
"mobile"	1
"desktop"	18
"mobile"	36
"desktop"	5
"mobile"	16
"desktop"	6
"mobile"	4
"mobile"	45
"mobile"	70
"desktop"	2
"desktop"	6
"desktop"	1
"mobile"	10
"mobile"	6
"mobile"	387
"mobile"	10
"mobile"	9
"mobile"	59
"desktop"	6
"desktop"	25
"desktop"	5
"mobile"	74
"mobile"	1
"mobile"	11
"desktop"	2
"desktop"	1
"mobile"	10
"mobile"	1
"mobile"	3
"desktop"	37
"desktop"	13
"mobile"	1
"desktop"	70
"mobile"	1
"mobile"	20
"desktop"	1
"mobile"	8
"mobile"	5
"desktop"	1
"mobile"	109
"desktop"	1
"desktop"	2
"desktop"	44
"desktop"	2
"mobile"	37
"mobile"	9
"desktop"	2
"desktop"	267
"desktop"	6
"mobile"	30
"mobile"	9
"desktop"	385
"mobile"	36
"desktop"	3
"desktop"	411
"desktop"	1
"desktop"	6
"desktop"	22
"mobile"	115
"mobile"	1
"mobile"	1
"mobile"	8
"desktop"	1
"mobile"	2
"mobile"	2
"desktop"	9
"desktop"	26
"desktop"	3
"mobile"	3
"mobile"	9
"desktop"	1
"mobile"	7
"mobile"	2
"desktop"	7
"mobile"	5
"mobile"	4
"desktop"	2
"mobile"	2
"mobile"	4
"desktop"	4
"mobile"	1
"desktop"	1
"desktop"	4
"mobile"	6
"mobile"	5
"mobile"	11
"mobile"	7
"mobile"	16
"desktop"	5
"mobile"	18
"mobile"	1
"mobile"	2
"desktop"	28
"desktop"	3
"mobile"	41
"desktop"	12
"desktop"	1
"mobile"	4
"desktop"	6
"desktop"	1
"mobile"	2
"mobile"	3
"desktop"	4
"desktop"	3
"desktop"	5
"desktop"	2
"mobile"	1
"mobile"	41
"desktop"	1
"mobile"	10
"mobile"	8
"mobile"	1
"mobile"	4
"mobile"	3
"mobile"	10
"mobile"	1
"desktop"	1
"desktop"	6
"mobile"	13
"mobile"	1
"mobile"	3
"desktop"	50
"desktop"	1
"desktop"	1
"mobile"	1
"mobile"	1
"mobile"	89
"mobile"	12
"desktop"	5
"mobile"	1
"mobile"	2
"mobile"	15
"mobile"	3
"mobile"	5
"desktop"	1
"mobile"	5
"mobile"	1
"mobile"	14
"desktop"	1
"desktop"	12
"mobile"	45
"desktop"	1
"mobile"	5
"mobile"	111
"mobile"	1
"mobile"	9
"mobile"	13
"mobile"	4
"mobile"	9
"mobile"	2
"mobile"	10
"mobile"	3
"mobile"	1
"mobile"	19
"desktop"	1
"desktop"	1
"mobile"	8
"mobile"	9
"mobile"	194
"mobile"	15
"desktop"	1
"mobile"	4
"desktop"	27
"mobile"	21
"mobile"	3
"mobile"	3
"mobile"	10
"mobile"	3
"mobile"	3
"mobile"	3
"desktop"	7
"mobile"	10
"mobile"	3
"mobile"	6
"mobile"	17
"desktop"	1
"mobile"	137
"mobile"	1
"desktop"	1
"mobile"	3
"desktop"	1
"desktop"	2
"mobile"	20
"desktop"	16
"mobile"	23
"mobile"	5
"mobile"	7
"desktop"	47
"mobile"	3
"mobile"	1
"mobile"	4
"mobile"	3
"mobile"	56
"mobile"	6
"mobile"	59
"mobile"	5
"desktop"	19
"desktop"	98
"desktop"	106
"desktop"	32
"mobile"	1
"mobile"	4
"mobile"	7
"mobile"	2
"desktop"	3
"desktop"	3
"desktop"	1
"mobile"	9
"mobile"	3
"mobile"	1
"mobile"	89
"desktop"	4
"desktop"	2
"desktop"	2
"mobile"	1
"mobile"	291
"mobile"	1
"desktop"	3
"mobile"	9
"mobile"	2
"desktop"	5
"mobile"	7
"mobile"	3
"desktop"	1
"mobile"	1
"mobile"	43
"desktop"	1
"desktop"	43
"mobile"	21
"mobile"	1
"desktop"	2
"mobile"	6
"mobile"	8
"mobile"	1
"desktop"	2
"mobile"	30
"desktop"	15
"mobile"	2
"mobile"	3
"mobile"	40
"desktop"	5
"mobile"	20
"mobile"	10
"mobile"	3
"mobile"	2
"mobile"	1
"desktop"	12
"desktop"	3
"mobile"	4
"mobile"	5
"mobile"	4
"mobile"	19
"mobile"	1
"mobile"	295
"desktop"	167
"desktop"	3
"desktop"	4
"mobile"	5
"mobile"	32
"desktop"	21
"mobile"	89
"mobile"	12
"mobile"	2
"desktop"	1
"desktop"	6
"mobile"	8
"mobile"	2
"mobile"	1
"mobile"	8
"mobile"	1
"desktop"	1
"desktop"	52
"desktop"	154
"mobile"	17
"desktop"	11
"mobile"	7
"desktop"	1
"mobile"	12
"desktop"	25
"mobile"	9
"desktop"	33
"mobile"	1
"desktop"	4
"desktop"	4
"desktop"	8
"desktop"	7
"desktop"	11
"mobile"	26
"desktop"	27
"desktop"	1
"mobile"	1
"desktop"	33
"mobile"	8
"desktop"	5
"mobile"	5
"mobile"	2
"mobile"	3
"desktop"	51
"desktop"	1
"mobile"	226
"mobile"	3
"mobile"	11
"desktop"	1
"mobile"	4
"desktop"	2
"mobile"	5
"mobile"	53
"mobile"	1
"desktop"	21
"desktop"	1
"desktop"	32
"desktop"	87
"mobile"	4
"desktop"	50
"mobile"	10
"desktop"	1
"mobile"	19
"mobile"	2
"mobile"	17
"desktop"	1
"mobile"	201
"mobile"	41
"mobile"	4
"mobile"	6
"desktop"	17
"mobile"	12
"mobile"	3
"desktop"	6
"mobile"	5
"mobile"	42
"mobile"	1
"mobile"	3
"mobile"	1
"mobile"	9
"desktop"	1
"mobile"	1
"desktop"	2
"mobile"	1
"mobile"	2
"desktop"	1
"desktop"	30
"mobile"	21
"mobile"	2
"mobile"	5
"desktop"	12
"mobile"	1
"mobile"	5
"desktop"	1
"mobile"	2
"desktop"	16
"mobile"	6
"mobile"	1
"desktop"	15
"desktop"	12
"desktop"	48
"desktop"	38
"mobile"	6
"desktop"	1
"mobile"	7
"mobile"	2
"mobile"	45
"mobile"	35
"mobile"	16
"mobile"	1
"mobile"	5
"mobile"	13
"desktop"	10
"mobile"	4
"desktop"	53
"mobile"	7
"mobile"	73
"mobile"	6
"desktop"	2
"mobile"	1
"mobile"	28
"desktop"	20
"desktop"	2
"mobile"	2
"mobile"	33
"desktop"	1
"desktop"	29
"desktop"	16
"desktop"	159
"mobile"	38
"desktop"	5
"mobile"	3
"mobile"	55
"mobile"	6
"mobile"	1
"mobile"	16
"desktop"	13
"desktop"	1
"mobile"	3
"desktop"	1
"desktop"	12
"mobile"	8
"desktop"	3
"desktop"	5
"desktop"	3
"desktop"	9
"mobile"	1
"mobile"	3
"desktop"	16
"mobile"	13
"mobile"	16
"desktop"	2
"mobile"	16
"desktop"	1
"desktop"	1
"mobile"	10
"desktop"	2
"desktop"	6
"desktop"	1
"desktop"	1
"mobile"	46
"mobile"	5
"mobile"	1
"mobile"	1
"mobile"	1
"mobile"	12
"mobile"	31
"mobile"	94
"mobile"	3
"mobile"	1
"mobile"	58
"mobile"	1
"mobile"	2
"mobile"	6
"mobile"	54
"mobile"	10
"desktop"	12
"mobile"	1
"desktop"	10
"desktop"	1
"desktop"	6
"mobile"	1
"mobile"	2
"mobile"	142
"mobile"	1
"mobile"	2
"desktop"	2
"desktop"	1
"mobile"	5
"desktop"	10
"mobile"	5
"desktop"	1
"desktop"	159
"desktop"	1
"desktop"	1
"mobile"	1
"mobile"	3
"mobile"	28
"desktop"	2
"mobile"	1
"mobile"	5
"desktop"	1
"mobile"	18
"mobile"	6
"mobile"	4
"desktop"	12
"mobile"	4
"mobile"	5
"mobile"	9
"desktop"	2
"desktop"	1
"mobile"	37
"mobile"	2
"mobile"	27
"mobile"	1
"desktop"	1
"mobile"	19
"mobile"	1
"mobile"	1
"mobile"	1
"mobile"	28
"desktop"	9
"mobile"	4
"mobile"	8
"mobile"	5
"desktop"	13
"desktop"	52
"desktop"	4
"mobile"	4
"desktop"	5
"desktop"	226
"mobile"	1
"mobile"	9
"desktop"	1
"mobile"	33
"mobile"	2
"desktop"	301
"desktop"	102
"mobile"	4
"mobile"	1
"mobile"	2
"desktop"	1
"mobile"	6
"mobile"	14
"desktop"	8
"mobile"	7
"desktop"	1
"desktop"	1
"mobile"	2
"mobile"	2
"mobile"	6
"desktop"	515
"mobile"	7
"mobile"	7
"desktop"	52
"mobile"	4
"mobile"	3
"mobile"	5
"desktop"	6
"mobile"	1
"mobile"	61
"mobile"	2
"mobile"	2
"mobile"	11
"mobile"	8
"mobile"	13
"mobile"	18
"desktop"	3
"mobile"	1
"mobile"	1
"desktop"	37
"mobile"	1
"mobile"	4
"mobile"	19
"mobile"	1
"mobile"	3
"mobile"	6
"desktop"	2
"mobile"	1
"desktop"	66
"desktop"	5
"desktop"	6
"mobile"	6
"mobile"	16
"desktop"	1
"desktop"	20
"mobile"	13
"desktop"	3
"mobile"	2
"mobile"	19
"desktop"	37
"mobile"	3
"mobile"	2
"mobile"	4
"mobile"	4
"mobile"	3
"desktop"	1
"mobile"	5
"mobile"	1
"desktop"	21
"desktop"	13
"mobile"	1
"mobile"	45
"desktop"	1
"desktop"	35
"desktop"	93
"desktop"	5
"mobile"	2
"desktop"	68
"desktop"	7
"mobile"	1
"mobile"	3
"mobile"	1
"mobile"	118
"desktop"	11
"mobile"	19
"mobile"	2
"desktop"	5
"mobile"	2
"desktop"	27
"desktop"	6
"mobile"	51
"mobile"	220
"mobile"	8
"mobile"	3
"desktop"	3
"mobile"	6
"mobile"	4
"mobile"	2
"mobile"	40
"mobile"	10
"desktop"	42
"mobile"	7
"desktop"	40
"mobile"	26
"desktop"	2
"desktop"	13
"mobile"	47
"desktop"	3
"mobile"	1
"desktop"	8
"mobile"	9
"desktop"	5
"desktop"	64
"mobile"	12
"mobile"	7
"desktop"	8
"desktop"	7
"desktop"	3
"mobile"	1
"desktop"	2
"desktop"	40
"mobile"	3
"mobile"	1
"mobile"	21
"mobile"	4
"mobile"	2
"mobile"	3
"mobile"	4
"desktop"	5
"desktop"	15
"mobile"	1
"desktop"	53
"mobile"	11
"mobile"	2
"desktop"	2
"desktop"	3
"desktop"	91
"desktop"	1
"desktop"	11
"desktop"	1
"desktop"	3
"desktop"	2
"desktop"	39
"desktop"	4
"desktop"	4
"mobile"	11
"mobile"	1
"desktop"	1
"mobile"	2
"mobile"	4
"mobile"	2
"mobile"	4
"mobile"	4
"mobile"	104
"desktop"	19
"desktop"	4
"mobile"	2
"desktop"	8
"mobile"	8
"mobile"	1
"desktop"	3
"desktop"	27
"desktop"	1
"desktop"	2
"mobile"	10
"mobile"	24
"desktop"	1
"mobile"	6
"mobile"	5
"mobile"	1
"desktop"	16
"mobile"	1
"mobile"	4
"desktop"	51
"mobile"	3
"mobile"	35
"mobile"	1
"desktop"	31
"mobile"	1
"mobile"	1
"mobile"	3
"mobile"	1
"desktop"	5
"mobile"	7
"mobile"	8
"desktop"	1
"desktop"	3
"mobile"	10
"desktop"	19
"mobile"	1
"mobile"	12
"desktop"	37
"mobile"	3
"mobile"	2
"desktop"	43
"mobile"	31
"mobile"	15
"mobile"	10
"desktop"	2
"desktop"	2
"mobile"	147
"mobile"	91
"mobile"	3
"desktop"	1
"mobile"	98
"mobile"	5
"mobile"	2
"mobile"	2
"mobile"	40
"mobile"	1
"mobile"	12
"mobile"	1
"mobile"	3
"mobile"	1
"desktop"	1
"desktop"	11
"desktop"	12
"desktop"	8
"desktop"	1
"desktop"	1
"mobile"	9
"mobile"	8
"desktop"	1
"mobile"	74
"mobile"	7
"desktop"	1
"desktop"	7
"mobile"	1
"desktop"	1
"mobile"	1
"mobile"	2
"mobile"	3
"mobile"	6
"mobile"	12
"mobile"	4
"mobile"	30
"desktop"	18
"mobile"	5
"mobile"	6
"mobile"	23
"desktop"	5
"desktop"	2
"mobile"	30
"mobile"	6
"mobile"	2
"mobile"	3
"mobile"	3
"desktop"	10
"desktop"	41
"mobile"	6
"desktop"	1
"mobile"	1
"mobile"	28
"mobile"	4
"mobile"	9
"mobile"	1
"mobile"	2
"desktop"	27
"mobile"	3
"mobile"	17
"mobile"	1
"desktop"	21
"desktop"	1
"desktop"	15
"desktop"	1
"mobile"	22
"desktop"	8
"desktop"	74
"mobile"	1
"desktop"	13
"desktop"	8
"mobile"	1
"mobile"	11
"mobile"	33
"mobile"	2
"mobile"	1
"mobile"	10
"desktop"	88
"desktop"	5
"mobile"	1
"desktop"	191
"mobile"	1
"desktop"	6
"mobile"	18
"mobile"	51
"desktop"	249
"mobile"	12
"mobile"	1
"mobile"	2
"mobile"	7
"mobile"	4
"desktop"	3
"mobile"	3
"mobile"	11
"mobile"	2
"desktop"	4
"mobile"	3
"desktop"	10
"mobile"	76
"desktop"	11
"desktop"	3
"mobile"	2
"mobile"	22
"desktop"	11
"desktop"	6
"desktop"	7
"mobile"	7
"mobile"	13
"mobile"	9
"mobile"	2
"mobile"	4
"desktop"	10
"desktop"	1
"desktop"	5
"desktop"	1
"mobile"	9
"desktop"	10
"desktop"	1
"mobile"	4
"desktop"	5
"mobile"	3
"mobile"	8
"mobile"	2
"mobile"	46
"desktop"	5
"desktop"	62
"mobile"	1
"mobile"	74
"desktop"	1
"desktop"	3
"desktop"	39
"mobile"	4
"mobile"	8
"mobile"	3
"desktop"	15
"mobile"	11
"desktop"	2
"mobile"	34
"mobile"	1
"mobile"	2
"mobile"	2
"mobile"	12
"desktop"	1
"mobile"	1
"desktop"	7
"desktop"	1
"mobile"	20
"desktop"	1
"desktop"	4
"desktop"	2
"desktop"	1
"mobile"	12
"mobile"	4
"desktop"	220
"mobile"	1
"desktop"	3
"mobile"	13
"desktop"	5
"desktop"	1
"mobile"	74
"mobile"	416
"desktop"	6
"desktop"	3
"mobile"	7
"desktop"	6
"desktop"	75
"mobile"	49
"mobile"	5
"mobile"	21
"desktop"	5
"mobile"	27
"mobile"	11
"mobile"	6
"mobile"	10
"mobile"	1
"desktop"	12
"mobile"	8
"mobile"	42
"desktop"	3
"desktop"	2
"mobile"	2
"mobile"	101
"mobile"	9
"mobile"	3
"desktop"	5
"mobile"	42
"mobile"	7
"mobile"	35
"desktop"	17
"desktop"	707
"mobile"	1
"mobile"	184
"mobile"	6
"desktop"	121
"mobile"	5
"mobile"	30
"desktop"	5
"desktop"	2
"desktop"	60
"mobile"	1
"desktop"	1
"desktop"	87
"desktop"	10
"desktop"	1
"mobile"	2
"mobile"	4
"mobile"	3
"desktop"	1
"desktop"	20
"mobile"	6
"mobile"	3
"mobile"	9
"desktop"	1
"mobile"	6
"desktop"	339
"mobile"	10
"desktop"	6
"mobile"	1
"desktop"	1
"desktop"	7
"desktop"	4
"mobile"	4
"desktop"	312
"desktop"	1
"mobile"	35
"mobile"	2
"desktop"	2
"mobile"	2
"mobile"	1
"mobile"	11
"desktop"	239
"mobile"	13
"mobile"	10
"mobile"	37
"desktop"	1
"mobile"	26
"mobile"	3
"mobile"	11
"desktop"	57
"mobile"	19
"mobile"	10
"mobile"	4
"desktop"	3
"desktop"	23
"desktop"	1
"desktop"	1
"desktop"	37
"desktop"	5
"mobile"	38
"mobile"	1
"desktop"	8
"mobile"	1
"mobile"	1
"desktop"	6
"mobile"	24
"mobile"	1
"desktop"	15
"mobile"	10
"mobile"	3
"desktop"	61
"mobile"	65
"desktop"	435
"mobile"	6
"mobile"	23
"mobile"	1
"mobile"	2
"mobile"	1
"desktop"	138
"desktop"	20
"desktop"	2
"desktop"	8
"desktop"	72
"desktop"	23
"desktop"	31
"mobile"	1
"mobile"	2
"mobile"	8
"desktop"	1
"mobile"	5
"mobile"	5
"desktop"	2
"desktop"	1
"mobile"	1
"mobile"	39
"desktop"	42
"desktop"	1
"mobile"	1
"desktop"	9
"mobile"	20
"desktop"	102
"mobile"	4
"mobile"	6
"mobile"	3
"mobile"	1
"mobile"	12
"mobile"	19
"desktop"	6
"desktop"	7
"mobile"	25
"desktop"	146
"mobile"	2
"desktop"	2
"mobile"	3
"desktop"	2
"mobile"	17
"desktop"	10
"desktop"	202
"desktop"	3
"desktop"	103
"mobile"	28
"desktop"	2
"mobile"	1
"mobile"	14
"mobile"	9
"mobile"	11
"mobile"	29
"desktop"	13
"mobile"	1
"desktop"	1
"mobile"	7
"mobile"	5
"desktop"	6
"desktop"	6
"mobile"	1
"desktop"	1
"desktop"	20
"mobile"	4
"mobile"	13
"mobile"	1
"mobile"	1
"mobile"	21
"mobile"	1
"desktop"	2
"mobile"	6
"desktop"	5
"mobile"	2
"mobile"	2
"mobile"	6
"mobile"	4
"mobile"	2
"mobile"	3
"desktop"	1
"desktop"	6
"mobile"	12
"mobile"	1
"mobile"	20
"desktop"	23
"mobile"	1
"mobile"	2
"mobile"	1
"desktop"	12
"mobile"	8
"mobile"	35
"mobile"	4
"mobile"	6
"mobile"	1
"desktop"	2
"desktop"	23
"desktop"	2
"desktop"	1
"mobile"	2
"desktop"	3153
"desktop"	4
"mobile"	18
"desktop"	198
"desktop"	141
"mobile"	18
"desktop"	8
"desktop"	36
"mobile"	16
"mobile"	6
"desktop"	1
"mobile"	24
"desktop"	16
"desktop"	2
"mobile"	9
"mobile"	4
"mobile"	3
"mobile"	1
"desktop"	9
"mobile"	10
"mobile"	1
"mobile"	18
"mobile"	2
"mobile"	20
"mobile"	1
"mobile"	12
"desktop"	2
"desktop"	6
"mobile"	10
"desktop"	4
"desktop"	3
"desktop"	4
"desktop"	7
"mobile"	20
"mobile"	2
"mobile"	18
"desktop"	37
"mobile"	4
"mobile"	1
"mobile"	4
"mobile"	9
"mobile"	2
"desktop"	58
"desktop"	3
"mobile"	1
"mobile"	8
"mobile"	3
"mobile"	2
"desktop"	5
"desktop"	99
"mobile"	10
"desktop"	12
"mobile"	6
"mobile"	16
"mobile"	1
"mobile"	1
"mobile"	1
"desktop"	6
"mobile"	72
"mobile"	13
"mobile"	4
"desktop"	3
"desktop"	2
"desktop"	13
"desktop"	85
"mobile"	12
"mobile"	5
"desktop"	23
"mobile"	1
"mobile"	3
"mobile"	78
"mobile"	4
"mobile"	11
"desktop"	3
"mobile"	25
"mobile"	23
"mobile"	2
"mobile"	1
"mobile"	15
"desktop"	18
"mobile"	23
"mobile"	5
"desktop"	34
"desktop"	4
"desktop"	18
"mobile"	2
"desktop"	1
"desktop"	2
"mobile"	1
"desktop"	1
"desktop"	63
"mobile"	8
"desktop"	1
"mobile"	13
"desktop"	30
"desktop"	52
"desktop"	112
"mobile"	81
"mobile"	1
"mobile"	9
"mobile"	17
"desktop"	13
"mobile"	12
"mobile"	3
"mobile"	12
"mobile"	1
"mobile"	2
"desktop"	1
"desktop"	1
"desktop"	10
"desktop"	18
"desktop"	5
"desktop"	1
"mobile"	6
"desktop"	4
"mobile"	40
"desktop"	50
"mobile"	2
"mobile"	20
"mobile"	2
"desktop"	3
"desktop"	3
"mobile"	24
"mobile"	2
"mobile"	23
"mobile"	17
"mobile"	13
"desktop"	88
"desktop"	33
"mobile"	5
"desktop"	1
"mobile"	9
"mobile"	16
"desktop"	1
"mobile"	58
"mobile"	6
"mobile"	152
"desktop"	2
"mobile"	2
"mobile"	8
"mobile"	20
"mobile"	10
"mobile"	20
"desktop"	76
"mobile"	2
"mobile"	7
"mobile"	10
"desktop"	2
"mobile"	1
"desktop"	5
"mobile"	10
"desktop"	6
"desktop"	4
"mobile"	10
"desktop"	1
"mobile"	6
"mobile"	16
"mobile"	65
"mobile"	8
"mobile"	6
"desktop"	256
"desktop"	47
"mobile"	1
"mobile"	1
"desktop"	73
"mobile"	7
"mobile"	8
"mobile"	18
"desktop"	13
"mobile"	4
"mobile"	3
"mobile"	6
"mobile"	1
"mobile"	40
"desktop"	25
"desktop"	1
"mobile"	29
"mobile"	1
"desktop"	2
"mobile"	4
"mobile"	31
"mobile"	1
"desktop"	2
"desktop"	1
"mobile"	9
"mobile"	1
"desktop"	16
"mobile"	4
"desktop"	9
"mobile"	43
"mobile"	12
"mobile"	15
"desktop"	11
"mobile"	4
"mobile"	13
"mobile"	6
"desktop"	13
"mobile"	12
"desktop"	2
"mobile"	4
"mobile"	1
"mobile"	5
"desktop"	1
"desktop"	8
"mobile"	13
"desktop"	1
"desktop"	1
"mobile"	19
"mobile"	5
"mobile"	26
"mobile"	11
"mobile"	21
"mobile"	20
"desktop"	22
"mobile"	21
"mobile"	6
"desktop"	4
"mobile"	13
"mobile"	3
"desktop"	4
"desktop"	90
"mobile"	13
"desktop"	9
"mobile"	3
"mobile"	1
"mobile"	61
"mobile"	4
"mobile"	2
"mobile"	85
"mobile"	1
"mobile"	11
"mobile"	1
"desktop"	5
"mobile"	6
"desktop"	14
"mobile"	29
"mobile"	2
"desktop"	10
"mobile"	11
"desktop"	159
"mobile"	4
"mobile"	5
"mobile"	1
"mobile"	30
"desktop"	4
"mobile"	6
"mobile"	2
"desktop"	7
"desktop"	42
"desktop"	3
"desktop"	1
"desktop"	4
"mobile"	10
"mobile"	4
"mobile"	24
"mobile"	15
"mobile"	19
"mobile"	1
"mobile"	1
"mobile"	1
"mobile"	9
"desktop"	12
"mobile"	1
"desktop"	18
"desktop"	3
"mobile"	2
"mobile"	2
"mobile"	19
"mobile"	4
"desktop"	3
"mobile"	2
"desktop"	1
"mobile"	1
"mobile"	1
"mobile"	6
"desktop"	312
"desktop"	6
"mobile"	49
"mobile"	10
"mobile"	1
"mobile"	98
"mobile"	29
"mobile"	1
"desktop"	45
"mobile"	14
"desktop"	2
"desktop"	7
"desktop"	29
"mobile"	4
"mobile"	1
"desktop"	1
"mobile"	2
"mobile"	1
"mobile"	2
"mobile"	3
"mobile"	38
"desktop"	1
"mobile"	8
"desktop"	4
"mobile"	3
"desktop"	3
"desktop"	9
"mobile"	65
"desktop"	17
"desktop"	1
"desktop"	1
"desktop"	111
"mobile"	1
"desktop"	70
"desktop"	22
"mobile"	3
"mobile"	29
"desktop"	1
"desktop"	2
"mobile"	2
"desktop"	9
"mobile"	14
"mobile"	1
"desktop"	6
"mobile"	16
"desktop"	7
"desktop"	1
"desktop"	1
"mobile"	8
"desktop"	30
"desktop"	5
"mobile"	44
"mobile"	1
"mobile"	61
"mobile"	70
"mobile"	9
"mobile"	19
"mobile"	5
"mobile"	1
"mobile"	3
"mobile"	6
"mobile"	4
"mobile"	21
"mobile"	10
"mobile"	2
"desktop"	9
"desktop"	29
"desktop"	65
"desktop"	20
"desktop"	17
"mobile"	13
"desktop"	11
"desktop"	1
"mobile"	12
"desktop"	12
"desktop"	10
"desktop"	9
"desktop"	9
"mobile"	2
"mobile"	2
"mobile"	28
"desktop"	11
"mobile"	10
"mobile"	1
"desktop"	1
"mobile"	2
"mobile"	41
"desktop"	14
"desktop"	31
"desktop"	1
"desktop"	18
"mobile"	34
"mobile"	18
"mobile"	2
"mobile"	5
"desktop"	1
"desktop"	1
"mobile"	2
"desktop"	6
"mobile"	2
"desktop"	6
"mobile"	4
"desktop"	12
"mobile"	5
"desktop"	6
"desktop"	6
"desktop"	11
"desktop"	14
"mobile"	6
"mobile"	1
"desktop"	1
"desktop"	11
"mobile"	4
"desktop"	1
"mobile"	7
"mobile"	1
"mobile"	1
"desktop"	4
"mobile"	5
"desktop"	2
"mobile"	1
"mobile"	18
"mobile"	1
"mobile"	1
"mobile"	2
"mobile"	10
"mobile"	1
"desktop"	1
"mobile"	1
"mobile"	23
"mobile"	10
"desktop"	3
"mobile"	4
"mobile"	11
"desktop"	1
"mobile"	4
"mobile"	6
"desktop"	3
"mobile"	2
"desktop"	2
"mobile"	1
"desktop"	2
"mobile"	2
"mobile"	1
"desktop"	10
"mobile"	3
"mobile"	1
"desktop"	18
"mobile"	33
"mobile"	51
"mobile"	19
"mobile"	1
"mobile"	5
"desktop"	1
"mobile"	18
"mobile"	11
"mobile"	24
"mobile"	11
"mobile"	12
"mobile"	30
"mobile"	6
"desktop"	4
"mobile"	2
"mobile"	2
"mobile"	1
"mobile"	2
"mobile"	2
"mobile"	11
"desktop"	6
"mobile"	2
"mobile"	2
"mobile"	1
"mobile"	27
"mobile"	22
"mobile"	3
"desktop"	534
"mobile"	19
"mobile"	9
"desktop"	4
"desktop"	33
"mobile"	49
"desktop"	23
"desktop"	1
"mobile"	2
"desktop"	1
"desktop"	4
"desktop"	25
"mobile"	26
"desktop"	7
"mobile"	58
"mobile"	9
"desktop"	32
"desktop"	52
"mobile"	3
"mobile"	1
"desktop"	1
"desktop"	10
"mobile"	4
"mobile"	9
"mobile"	2
"desktop"	8
"desktop"	3
"desktop"	4
"mobile"	2
"mobile"	3
"mobile"	8
"desktop"	10
"mobile"	33
"desktop"	28
"mobile"	1
"mobile"	3
"mobile"	4
"mobile"	4
"mobile"	9
"mobile"	41
"mobile"	5
"desktop"	3
"mobile"	3
"desktop"	5
"desktop"	1
"desktop"	7
"mobile"	1
"mobile"	3
"desktop"	1
"desktop"	36
"mobile"	1
"mobile"	23
"mobile"	23
"desktop"	12
"desktop"	5
"mobile"	13
"mobile"	2
"mobile"	5
"mobile"	10
"desktop"	11
"desktop"	1
"mobile"	11
"desktop"	2
"mobile"	10
"desktop"	1
"mobile"	5
"mobile"	1
"desktop"	7
"mobile"	1
"mobile"	7
"desktop"	3
"mobile"	1
"desktop"	1
"mobile"	11
"mobile"	5
"mobile"	21
"mobile"	7
"desktop"	5
"mobile"	9
"desktop"	1
"desktop"	1
"mobile"	7
"desktop"	2
"mobile"	2
"mobile"	1
"mobile"	1
"mobile"	5
"mobile"	52
"desktop"	1
"mobile"	2
"desktop"	4
"desktop"	4
"desktop"	5
"mobile"	188
"mobile"	2
"desktop"	7
"mobile"	9
"desktop"	1
"mobile"	16
"mobile"	149
"mobile"	1
"mobile"	1
